incident_id,machine_id,severity,shift,type_surchauffe,type_baisse_pression,type_vibration,type_bruit_mecanique,type_surconsommation,type_blocage_mecanique,type_alarme_capteur,type_arret_urgence,type_defaut_qualite,incident_at_source
INC-000280,MACH-09,4,nuit,True,False,False,False,False,False,False,True,False,2025-08-21 22:32:00
INC-000281,MACH-03,3,nuit,False,False,True,False,False,False,False,False,False,2025-08-22 02:31:00
INC-000282,MACH-08,3,matin,False,False,False,False,False,False,False,False,True,2025-08-22 12:44:00
INC-000283,MACH-15,3,matin,False,False,True,False,False,False,False,False,False,2025-08-23 13:37:00
INC-000284,MACH-07,2,nuit,False,False,False,True,False,False,False,False,False,2025-08-24 23:05:00
INC-000285,MACH-10,2,nuit,False,False,False,False,True,False,False,False,False,2025-08-25 02:17:00
INC-000286,MACH-07,3,matin,False,False,True,False,False,False,False,False,False,2025-08-26 11:11:00
INC-000287,MACH-06,2,matin,True,False,False,False,False,False,False,False,False,2025-08-26 11:40:00
INC-000288,MACH-09,2,matin,False,False,False,False,False,True,False,False,False,2025-08-26 13:42:00
INC-000289,MACH-15,3,apres-midi,False,False,False,False,False,False,False,False,True,2025-08-26 20:03:00
INC-000290,MACH-12,2,matin,False,False,False,True,False,False,False,False,False,2025-08-27 09:12:00
INC-000291,MACH-10,2,matin,True,False,False,False,False,False,False,False,False,2025-08-27 10:35:00
INC-000292,MACH-06,3,matin,True,False,False,False,False,False,False,False,False,2025-08-27 11:40:00
INC-000293,MACH-06,4,matin,True,False,False,False,False,False,False,False,False,2025-08-28 11:40:00
INC-000294,MACH-08,3,apres-midi,False,False,False,True,False,False,False,False,False,2025-08-28 19:29:00
INC-000295,MACH-06,2,apres-midi,False,False,False,False,False,False,True,False,False,2025-08-28 21:06:00
INC-000296,MACH-01,3,nuit,False,False,False,False,False,False,True,False,False,2025-08-29 00:50:00
INC-000297,MACH-06,3,apres-midi,False,False,False,False,False,False,True,False,False,2025-08-29 21:06:00
INC-000298,MACH-11,2,nuit,False,False,False,False,False,False,True,False,False,2025-08-30 02:08:00
INC-000299,MACH-15,3,nuit,True,False,False,False,False,False,False,False,False,2025-08-30 03:55:00
INC-000300,MACH-06,3,matin,False,True,False,False,False,False,False,False,False,2025-08-30 12:36:00
INC-000301,MACH-05,2,matin,False,False,False,False,False,False,False,False,True,2025-08-30 12:37:00
INC-000302,MACH-06,4,apres-midi,False,False,False,False,False,False,True,False,False,2025-08-30 21:06:00
INC-000303,MACH-01,3,nuit,False,False,False,False,True,False,False,False,False,2025-08-30 22:36:00
INC-000304,MACH-08,2,apres-midi,False,False,False,False,False,False,True,False,False,2025-08-31 16:42:00
INC-000305,MACH-08,2,apres-midi,False,False,False,False,False,False,True,False,False,2025-08-31 16:54:00
INC-000306,MACH-08,3,apres-midi,False,False,False,False,False,False,True,False,False,2025-09-01 16:34:00
INC-000307,MACH-08,3,apres-midi,False,False,False,False,False,False,True,False,False,2025-09-01 16:54:00
INC-000308,MACH-05,2,apres-midi,False,False,False,False,False,False,False,False,True,2025-09-01 19:55:00
INC-000309,MACH-03,3,nuit,False,True,False,False,False,False,False,False,False,2025-09-02 01:05:00
INC-000310,MACH-03,2,nuit,False,True,False,False,False,False,False,False,False,2025-09-02 01:10:00
INC-000311,MACH-08,3,apres-midi,False,False,False,False,False,False,True,False,False,2025-09-02 15:30:00
INC-000312,MACH-08,4,apres-midi,False,False,False,False,False,False,True,False,False,2025-09-02 16:54:00
INC-000313,MACH-05,3,apres-midi,False,False,False,False,False,False,False,False,True,2025-09-02 19:55:00
INC-000314,MACH-03,3,nuit,False,True,False,False,False,False,False,False,False,2025-09-03 01:08:00
INC-000315,MACH-03,3,nuit,False,True,False,False,False,False,False,False,False,2025-09-03 01:10:00
INC-000316,MACH-13,2,matin,True,False,False,False,False,False,False,False,False,2025-09-03 12:34:00
INC-000317,MACH-13,3,matin,True,False,False,False,False,False,False,False,False,2025-09-03 12:55:00
INC-000318,MACH-05,5,apres-midi,False,False,False,False,False,False,False,False,True,2025-09-03 19:55:00
INC-000319,MACH-03,4,nuit,False,True,False,False,False,False,False,False,False,2025-09-04 01:10:00
INC-000320,MACH-13,3,matin,True,False,False,False,False,False,False,False,False,2025-09-04 12:34:00
INC-000321,MACH-13,3,matin,True,False,False,False,False,False,False,False,False,2025-09-04 12:46:00
INC-000322,MACH-14,3,nuit,False,False,False,False,True,False,False,False,False,2025-09-05 00:24:00
INC-000323,MACH-13,4,matin,True,False,False,False,False,False,False,False,False,2025-09-05 12:34:00
INC-000324,MACH-03,3,apres-midi,False,False,False,True,False,False,False,False,False,2025-09-05 21:26:00
INC-000325,MACH-03,2,apres-midi,False,False,False,True,False,False,False,False,False,2025-09-05 21:54:00
INC-000326,MACH-06,2,apres-midi,False,False,False,False,False,False,True,False,False,2025-09-06 14:06:00
INC-000327,MACH-06,2,apres-midi,False,False,False,False,False,False,True,False,False,2025-09-06 14:45:00
INC-000328,MACH-03,3,apres-midi,False,False,False,True,False,False,False,False,False,2025-09-06 21:54:00
INC-000329,MACH-03,3,apres-midi,False,False,False,True,False,False,False,False,False,2025-09-06 21:57:00
INC-000330,MACH-03,3,matin,False,False,False,True,False,False,False,False,False,2025-09-07 09:46:00
INC-000331,MACH-06,3,apres-midi,False,False,False,False,False,False,True,False,False,2025-09-07 14:06:00
INC-000332,MACH-06,3,apres-midi,False,False,False,False,False,False,True,False,False,2025-09-07 14:54:00
INC-000333,MACH-03,4,apres-midi,False,False,False,True,False,False,False,False,False,2025-09-07 21:54:00
INC-000334,MACH-06,4,apres-midi,False,False,False,False,False,False,True,False,False,2025-09-08 14:06:00
INC-000335,MACH-04,2,apres-midi,False,False,False,False,True,False,False,False,False,2025-09-08 19:06:00
INC-000336,MACH-01,2,nuit,False,False,True,False,False,False,False,False,False,2025-09-08 22:30:00
INC-000337,MACH-04,3,apres-midi,False,False,False,False,True,False,False,False,False,2025-09-09 19:06:00
INC-000338,MACH-01,3,nuit,False,False,True,False,False,False,False,False,False,2025-09-09 22:30:00
INC-000339,MACH-01,3,nuit,False,False,True,False,False,False,False,False,False,2025-09-09 22:42:00
INC-000340,MACH-11,2,apres-midi,False,False,False,False,False,False,False,False,True,2025-09-10 15:34:00
INC-000341,MACH-08,2,apres-midi,False,False,False,True,False,False,False,False,False,2025-09-10 16:03:00
INC-000342,MACH-04,4,apres-midi,False,False,False,False,True,False,False,False,False,2025-09-10 19:06:00
INC-000343,MACH-01,4,nuit,False,False,True,False,False,False,False,False,False,2025-09-10 22:30:00
INC-000344,MACH-02,3,apres-midi,False,False,False,False,False,False,True,False,False,2025-09-11 19:10:00
INC-000345,MACH-14,2,apres-midi,False,False,False,True,False,False,False,False,False,2025-09-11 19:36:00
INC-000346,MACH-03,3,nuit,False,False,False,True,False,False,False,False,False,2025-09-12 02:10:00
INC-000347,MACH-03,2,nuit,False,False,False,True,False,False,False,False,False,2025-09-12 02:39:00
INC-000348,MACH-13,3,apres-midi,False,False,False,False,False,False,False,False,True,2025-09-12 14:08:00
INC-000349,MACH-01,2,nuit,False,False,False,False,False,False,True,False,False,2025-09-12 22:44:00
INC-000350,MACH-03,3,nuit,False,False,False,True,False,False,False,False,False,2025-09-13 02:01:00
INC-000351,MACH-03,3,nuit,False,False,False,True,False,False,False,False,False,2025-09-13 02:39:00
INC-000352,MACH-10,2,matin,False,False,False,False,False,False,True,False,False,2025-09-13 08:29:00
INC-000353,MACH-09,3,matin,True,False,False,False,False,False,False,False,False,2025-09-13 12:33:00
INC-000354,MACH-01,3,nuit,False,False,False,False,False,False,True,False,False,2025-09-13 22:28:00
INC-000355,MACH-01,3,nuit,False,False,False,False,False,False,True,False,False,2025-09-13 22:44:00
INC-000356,MACH-04,3,nuit,False,True,False,False,False,False,False,False,False,2025-09-14 00:27:00
INC-000357,MACH-03,4,nuit,False,False,False,True,False,False,False,False,False,2025-09-14 02:39:00
INC-000358,MACH-13,2,nuit,False,False,True,False,False,False,False,False,False,2025-09-14 03:08:00
INC-000359,MACH-13,3,nuit,False,False,True,False,False,False,False,False,False,2025-09-14 03:30:00
INC-000360,MACH-10,3,matin,False,False,False,False,False,False,True,False,False,2025-09-14 08:29:00
INC-000361,MACH-08,3,apres-midi,False,False,False,True,False,False,False,False,False,2025-09-14 14:42:00
INC-000362,MACH-01,4,nuit,False,False,False,False,False,False,True,False,False,2025-09-14 22:44:00
INC-000363,MACH-13,3,nuit,False,False,True,False,False,False,False,False,False,2025-09-15 03:08:00
INC-000364,MACH-13,3,nuit,False,False,True,False,False,False,False,False,False,2025-09-15 03:53:00
INC-000365,MACH-10,4,matin,False,False,False,False,False,False,True,False,False,2025-09-15 08:29:00
INC-000366,MACH-11,3,nuit,False,False,False,False,False,False,False,False,True,2025-09-15 22:14:00
INC-000367,MACH-08,3,nuit,False,False,True,False,False,False,False,False,False,2025-09-16 01:35:00
INC-000368,MACH-13,4,nuit,False,False,True,False,False,False,False,False,False,2025-09-16 03:08:00
INC-000369,MACH-10,2,nuit,False,False,False,False,False,False,True,False,False,2025-09-17 02:54:00
INC-000370,MACH-10,3,nuit,False,False,False,False,False,False,True,False,False,2025-09-18 02:54:00
INC-000371,MACH-10,4,nuit,False,False,False,False,False,False,True,False,False,2025-09-19 02:54:00
INC-000372,MACH-15,2,nuit,False,False,False,False,False,False,True,False,False,2025-09-19 04:28:00
INC-000373,MACH-15,2,nuit,False,False,False,False,False,False,True,False,False,2025-09-19 04:49:00
INC-000374,MACH-01,2,nuit,False,False,False,False,False,False,True,False,False,2025-09-20 03:07:00
INC-000375,MACH-01,2,nuit,False,False,False,False,False,False,True,False,False,2025-09-20 03:24:00
INC-000376,MACH-15,3,nuit,False,False,False,False,False,False,True,False,False,2025-09-20 04:28:00
INC-000377,MACH-15,3,nuit,False,False,False,False,False,False,True,False,False,2025-09-20 04:45:00
INC-000378,MACH-14,2,matin,False,False,False,True,False,False,False,False,False,2025-09-20 06:45:00
INC-000379,MACH-01,2,nuit,False,False,False,False,False,False,False,False,True,2025-09-20 22:07:00
INC-000380,MACH-01,2,nuit,False,False,False,False,False,False,False,False,True,2025-09-20 22:39:00
INC-000381,MACH-01,3,nuit,False,False,False,False,False,False,True,False,False,2025-09-21 03:05:00
INC-000382,MACH-01,3,nuit,False,False,False,False,False,False,True,False,False,2025-09-21 03:24:00
INC-000383,MACH-15,4,nuit,False,False,False,False,False,False,True,False,False,2025-09-21 04:28:00
INC-000384,MACH-13,3,nuit,False,False,False,False,False,False,False,False,True,2025-09-21 05:38:00
INC-000385,MACH-13,2,nuit,False,False,False,False,False,False,False,False,True,2025-09-21 05:42:00
INC-000386,MACH-14,3,matin,False,False,False,True,False,False,False,False,False,2025-09-21 06:45:00
INC-000387,MACH-01,3,nuit,False,False,False,False,False,False,False,False,True,2025-09-21 22:39:00
INC-000388,MACH-01,3,nuit,False,False,False,False,False,False,False,False,True,2025-09-21 22:42:00
INC-000389,MACH-01,4,nuit,False,False,False,False,False,False,True,False,False,2025-09-22 03:24:00
INC-000390,MACH-13,3,nuit,False,False,False,False,False,False,False,False,True,2025-09-22 05:42:00
INC-000391,MACH-13,3,nuit,False,False,False,False,False,False,False,False,True,2025-09-22 05:53:00
INC-000392,MACH-14,4,matin,False,False,False,True,False,False,False,False,False,2025-09-22 06:45:00
INC-000393,MACH-09,2,apres-midi,True,False,False,False,False,False,False,False,False,2025-09-22 14:20:00
INC-000394,MACH-04,3,apres-midi,False,False,True,False,False,False,False,False,False,2025-09-22 16:12:00
INC-000395,MACH-01,4,nuit,False,False,False,False,False,False,False,False,True,2025-09-22 22:39:00
INC-000396,MACH-13,4,nuit,False,False,False,False,False,False,False,False,True,2025-09-23 05:42:00
INC-000397,MACH-09,3,apres-midi,True,False,False,False,False,False,False,False,False,2025-09-23 14:20:00
INC-000398,MACH-09,5,apres-midi,True,False,False,False,False,False,False,False,False,2025-09-24 14:20:00
INC-000399,MACH-11,2,matin,True,False,False,False,False,False,False,False,False,2025-09-25 06:43:00
INC-000400,MACH-03,2,matin,False,False,False,True,False,False,False,False,False,2025-09-25 10:16:00
INC-000401,MACH-03,3,matin,False,False,False,True,False,False,False,False,False,2025-09-25 10:52:00
INC-000402,MACH-03,3,matin,False,False,False,True,False,False,False,False,False,2025-09-26 10:16:00
INC-000403,MACH-03,3,matin,False,False,False,True,False,False,False,False,False,2025-09-26 10:47:00
INC-000404,MACH-05,3,apres-midi,False,True,False,False,False,False,False,False,False,2025-09-26 15:44:00
INC-000405,MACH-09,2,apres-midi,False,False,True,False,False,False,False,False,False,2025-09-26 21:31:00
INC-000406,MACH-08,3,nuit,False,False,False,True,False,False,False,False,False,2025-09-27 04:37:00
INC-000407,MACH-03,5,matin,False,False,False,True,False,False,False,False,False,2025-09-27 10:16:00
INC-000408,MACH-04,3,matin,False,False,False,True,False,False,False,False,False,2025-09-27 12:46:00
INC-000409,MACH-09,3,apres-midi,False,False,True,False,False,False,False,False,False,2025-09-27 21:31:00
INC-000410,MACH-06,3,matin,False,False,True,False,False,False,False,False,False,2025-09-28 07:21:00
INC-000411,MACH-09,5,apres-midi,False,False,True,False,False,False,False,False,False,2025-09-28 21:31:00
INC-000412,MACH-11,3,matin,False,False,False,False,False,False,False,False,True,2025-09-29 13:18:00
INC-000413,MACH-03,3,apres-midi,False,False,False,False,False,False,False,False,True,2025-09-30 16:18:00
INC-000414,MACH-11,2,matin,False,True,False,False,False,False,False,False,False,2025-10-01 11:09:00
INC-000415,MACH-06,3,matin,False,False,True,False,False,False,False,False,False,2025-10-01 13:09:00
INC-000416,MACH-08,3,matin,False,True,False,False,False,False,False,False,False,2025-10-02 07:05:00
INC-000417,MACH-11,3,matin,False,False,False,True,False,False,False,False,False,2025-10-02 13:54:00
INC-000418,MACH-14,2,apres-midi,True,False,False,False,False,False,False,False,False,2025-10-02 19:55:00
INC-000419,MACH-12,2,apres-midi,False,False,False,False,False,False,False,False,True,2025-10-02 20:54:00
INC-000420,MACH-07,3,nuit,True,False,False,False,False,False,False,False,False,2025-10-03 03:32:00
INC-000421,MACH-11,2,matin,True,False,False,False,False,False,False,False,False,2025-10-03 13:25:00
INC-000422,MACH-11,2,matin,True,False,False,False,False,False,False,False,False,2025-10-03 13:35:00
INC-000423,MACH-01,2,apres-midi,False,False,False,False,True,False,False,False,False,2025-10-03 16:28:00
INC-000424,MACH-14,3,apres-midi,True,False,False,False,False,False,False,False,False,2025-10-03 19:55:00
INC-000425,MACH-12,3,apres-midi,False,False,False,False,False,False,False,False,True,2025-10-03 20:54:00
INC-000426,MACH-10,3,matin,False,False,False,True,False,False,False,False,False,2025-10-04 07:22:00
INC-000427,MACH-03,3,matin,False,False,False,True,False,False,False,False,False,2025-10-04 08:08:00
INC-000428,MACH-03,2,matin,False,False,False,True,False,False,False,False,False,2025-10-04 08:57:00
INC-000429,MACH-11,3,matin,True,False,False,False,False,False,False,False,False,2025-10-04 13:35:00
INC-000430,MACH-11,3,matin,True,False,False,False,False,False,False,False,False,2025-10-04 13:42:00
INC-000431,MACH-13,3,apres-midi,False,False,False,False,False,False,False,False,True,2025-10-04 15:11:00
INC-000432,MACH-01,3,apres-midi,False,False,False,False,True,False,False,False,False,2025-10-04 16:28:00
INC-000433,MACH-01,3,apres-midi,False,False,False,False,True,False,False,False,False,2025-10-04 16:32:00
INC-000434,MACH-14,4,apres-midi,True,False,False,False,False,False,False,False,False,2025-10-04 19:55:00
INC-000435,MACH-12,4,apres-midi,False,False,False,False,False,False,False,False,True,2025-10-04 20:54:00
INC-000436,MACH-13,3,nuit,False,False,True,False,False,False,False,False,False,2025-10-05 03:21:00
INC-000437,MACH-13,2,nuit,False,False,True,False,False,False,False,False,False,2025-10-05 03:25:00
INC-000438,MACH-03,3,matin,False,False,False,True,False,False,False,False,False,2025-10-05 08:45:00
INC-000439,MACH-03,3,matin,False,False,False,True,False,False,False,False,False,2025-10-05 08:57:00
INC-000440,MACH-11,4,matin,True,False,False,False,False,False,False,False,False,2025-10-05 13:35:00
INC-000441,MACH-01,4,apres-midi,False,False,False,False,True,False,False,False,False,2025-10-05 16:28:00
INC-000442,MACH-12,2,apres-midi,False,False,False,False,False,False,True,False,False,2025-10-05 21:16:00
INC-000443,MACH-03,3,nuit,False,False,True,False,False,False,False,False,False,2025-10-06 02:08:00
INC-000444,MACH-03,2,nuit,False,False,True,False,False,False,False,False,False,2025-10-06 02:49:00
INC-000445,MACH-13,3,nuit,False,False,True,False,False,False,False,False,False,2025-10-06 03:22:00
INC-000446,MACH-13,3,nuit,False,False,True,False,False,False,False,False,False,2025-10-06 03:25:00
INC-000447,MACH-11,2,nuit,False,False,True,False,False,False,False,False,False,2025-10-06 05:38:00
INC-000448,MACH-03,5,matin,False,False,False,True,False,False,False,False,False,2025-10-06 08:57:00
INC-000449,MACH-11,3,matin,False,False,False,False,False,False,True,False,False,2025-10-06 10:01:00
INC-000450,MACH-07,3,matin,True,False,False,False,False,False,False,False,False,2025-10-06 11:41:00
INC-000451,MACH-12,3,apres-midi,False,False,False,False,False,False,True,False,False,2025-10-06 21:16:00
INC-000452,MACH-12,2,nuit,True,False,False,False,False,False,False,False,False,2025-10-07 02:28:00
INC-000453,MACH-03,3,nuit,False,False,True,False,False,False,False,False,False,2025-10-07 02:49:00
INC-000454,MACH-12,2,nuit,True,False,False,False,False,False,False,False,False,2025-10-07 02:49:00
INC-000455,MACH-03,3,nuit,False,False,True,False,False,False,False,False,False,2025-10-07 02:55:00
INC-000456,MACH-13,4,nuit,False,False,True,False,False,False,False,False,False,2025-10-07 03:25:00
INC-000457,MACH-06,2,matin,False,False,True,False,False,False,False,False,False,2025-10-07 10:02:00
INC-000458,MACH-13,3,matin,False,False,False,False,False,False,True,False,False,2025-10-07 13:07:00
INC-000459,MACH-13,2,matin,False,False,False,False,False,False,True,False,False,2025-10-07 13:40:00
INC-000460,MACH-12,4,apres-midi,False,False,False,False,False,False,True,False,False,2025-10-07 21:16:00
INC-000461,MACH-12,3,nuit,True,False,False,False,False,False,False,False,False,2025-10-08 02:28:00
INC-000462,MACH-03,5,nuit,False,False,True,False,False,False,False,False,False,2025-10-08 02:49:00
INC-000463,MACH-12,3,nuit,True,False,False,False,False,False,False,False,False,2025-10-08 02:51:00
INC-000464,MACH-06,3,matin,False,False,True,False,False,False,False,False,False,2025-10-08 10:02:00
INC-000465,MACH-14,2,matin,False,False,False,False,False,False,True,False,False,2025-10-08 11:37:00
INC-000466,MACH-13,3,matin,False,False,False,False,False,False,True,False,False,2025-10-08 13:07:00
INC-000467,MACH-13,3,matin,False,False,False,False,False,False,True,False,False,2025-10-08 13:40:00
INC-000468,MACH-08,2,nuit,False,False,False,False,False,False,True,False,False,2025-10-09 01:07:00
INC-000469,MACH-12,4,nuit,True,False,False,False,False,False,False,True,False,2025-10-09 02:28:00
INC-000470,MACH-01,3,nuit,False,False,False,False,False,False,False,False,True,2025-10-09 03:34:00
INC-000471,MACH-06,4,matin,False,False,True,False,False,False,False,False,False,2025-10-09 10:02:00
INC-000472,MACH-13,4,matin,False,False,False,False,False,False,True,False,False,2025-10-09 13:40:00
INC-000473,MACH-07,3,matin,False,True,False,False,False,False,False,False,False,2025-10-10 08:01:00
INC-000474,MACH-01,2,apres-midi,False,False,False,False,False,False,True,False,False,2025-10-11 16:25:00
INC-000475,MACH-14,2,nuit,True,False,False,False,False,False,False,False,False,2025-10-11 22:56:00
INC-000476,MACH-12,3,nuit,False,False,False,False,False,False,True,False,False,2025-10-11 23:26:00
INC-000477,MACH-01,3,apres-midi,False,False,False,False,False,False,True,False,False,2025-10-12 16:25:00
INC-000478,MACH-01,3,apres-midi,False,False,False,False,False,False,True,False,False,2025-10-12 16:42:00
INC-000479,MACH-01,3,nuit,False,False,False,False,False,False,True,False,False,2025-10-12 22:48:00
INC-000480,MACH-14,3,nuit,True,False,False,False,False,False,False,False,False,2025-10-12 22:56:00
INC-000481,MACH-01,4,apres-midi,False,False,False,False,False,False,True,False,False,2025-10-13 16:25:00
INC-000482,MACH-15,2,apres-midi,False,False,False,False,False,False,True,False,False,2025-10-13 20:17:00
INC-000483,MACH-14,4,nuit,True,False,False,False,False,False,False,False,False,2025-10-13 22:56:00
INC-000484,MACH-11,3,matin,False,False,False,False,True,False,False,False,False,2025-10-14 11:27:00
INC-000485,MACH-05,3,nuit,False,False,False,True,False,False,False,False,False,2025-10-15 00:18:00
INC-000486,MACH-12,2,apres-midi,False,False,False,True,False,False,False,False,False,2025-10-18 20:01:00
INC-000487,MACH-02,3,apres-midi,False,True,False,False,False,False,False,False,False,2025-10-18 20:26:00
INC-000488,MACH-07,3,apres-midi,False,False,False,False,False,False,False,False,True,2025-10-19 16:18:00
INC-000489,MACH-15,2,nuit,False,False,False,True,False,False,False,False,False,2025-10-21 01:30:00
INC-000490,MACH-15,3,matin,False,False,False,False,False,False,False,False,True,2025-10-21 13:53:00
INC-000491,MACH-09,3,apres-midi,True,False,False,False,False,False,False,False,False,2025-10-22 21:43:00
INC-000492,MACH-01,3,apres-midi,True,False,False,False,False,False,False,False,False,2025-10-23 16:45:00
INC-000493,MACH-09,3,matin,False,False,False,False,True,False,False,False,False,2025-10-24 13:32:00
INC-000494,MACH-08,3,nuit,False,False,False,False,False,False,True,False,False,2025-10-24 22:07:00
INC-000495,MACH-05,3,nuit,False,False,True,False,False,False,False,False,False,2025-10-25 01:23:00
INC-000496,MACH-15,3,matin,False,False,True,False,False,False,False,False,False,2025-10-25 09:57:00
INC-000497,MACH-08,3,matin,False,False,False,True,False,False,False,False,False,2025-10-25 11:03:00
INC-000498,MACH-15,2,apres-midi,False,False,False,False,True,False,False,False,False,2025-10-25 18:51:00
INC-000499,MACH-15,2,nuit,False,False,False,False,False,False,True,False,False,2025-10-25 23:40:00
INC-000500,MACH-01,3,nuit,True,False,False,False,False,False,False,False,False,2025-10-26 00:17:00
INC-000501,MACH-15,2,nuit,False,False,False,False,False,False,False,False,True,2025-10-26 03:45:00
INC-000502,MACH-13,3,nuit,False,False,False,False,False,False,True,False,False,2025-10-27 05:48:00
INC-000503,MACH-14,3,apres-midi,False,False,False,False,True,False,False,False,False,2025-10-27 16:03:00
INC-000504,MACH-08,3,nuit,False,False,False,False,False,False,True,False,False,2025-10-28 00:38:00
INC-000505,MACH-13,2,apres-midi,False,False,False,False,True,False,False,False,False,2025-10-30 14:08:00
INC-000506,MACH-13,3,apres-midi,False,False,False,False,True,False,False,False,False,2025-10-30 14:57:00
INC-000507,MACH-13,3,matin,False,False,False,False,False,False,False,False,True,2025-10-31 06:02:00
INC-000508,MACH-13,3,apres-midi,False,False,False,False,True,False,False,False,False,2025-10-31 14:08:00
INC-000509,MACH-13,3,apres-midi,False,False,False,False,True,False,False,False,False,2025-10-31 14:38:00
INC-000510,MACH-13,4,apres-midi,False,False,False,False,True,False,False,False,False,2025-11-01 14:08:00
INC-000511,MACH-11,2,nuit,False,False,False,True,False,False,False,False,False,2025-11-01 22:38:00
INC-000512,MACH-01,3,nuit,True,False,False,False,False,False,False,False,False,2025-11-02 05:36:00
INC-000513,MACH-07,2,nuit,False,False,False,True,False,False,False,False,False,2025-11-03 04:06:00
INC-000514,MACH-05,3,matin,False,False,False,False,False,False,False,False,True,2025-11-06 09:39:00
INC-000515,MACH-05,3,nuit,False,False,False,False,True,False,False,False,False,2025-11-08 04:52:00
INC-000516,MACH-14,2,apres-midi,False,False,False,False,False,False,True,False,False,2025-11-08 16:26:00
INC-000517,MACH-14,2,apres-midi,False,False,False,True,False,False,False,False,False,2025-11-08 18:09:00
INC-000518,MACH-12,3,apres-midi,True,False,False,False,False,False,False,False,False,2025-11-08 20:50:00
INC-000519,MACH-10,2,matin,False,False,False,False,False,False,True,False,False,2025-11-09 06:45:00
INC-000520,MACH-14,3,apres-midi,False,False,False,False,False,False,True,False,False,2025-11-09 16:26:00
INC-000521,MACH-14,3,apres-midi,False,False,False,True,False,False,False,False,False,2025-11-09 18:09:00
INC-000522,MACH-01,3,apres-midi,False,False,False,False,False,False,False,False,True,2025-11-09 20:02:00
INC-000523,MACH-13,3,apres-midi,False,False,False,False,True,False,False,False,False,2025-11-09 21:15:00
INC-000524,MACH-13,2,apres-midi,False,False,False,False,True,False,False,False,False,2025-11-09 21:38:00
INC-000525,MACH-05,3,nuit,False,False,False,False,False,False,True,False,False,2025-11-09 22:14:00
INC-000526,MACH-10,3,matin,False,False,False,False,False,False,True,False,False,2025-11-10 06:45:00
INC-000527,MACH-14,4,apres-midi,False,False,False,False,False,False,True,False,False,2025-11-10 16:26:00
INC-000528,MACH-14,4,apres-midi,False,False,False,True,False,False,False,False,False,2025-11-10 18:09:00
INC-000529,MACH-13,3,apres-midi,False,False,False,False,True,False,False,False,False,2025-11-10 21:38:00
INC-000530,MACH-13,3,apres-midi,False,False,False,False,True,False,False,False,False,2025-11-10 21:49:00
INC-000531,MACH-10,4,matin,False,False,False,False,False,False,True,False,False,2025-11-11 06:45:00
INC-000532,MACH-10,3,matin,False,False,False,False,True,False,False,False,False,2025-11-11 10:12:00
INC-000533,MACH-09,3,apres-midi,False,True,False,False,False,False,False,False,False,2025-11-11 17:01:00
INC-000534,MACH-11,2,apres-midi,False,True,False,False,False,False,False,False,False,2025-11-11 19:52:00
INC-000535,MACH-13,3,apres-midi,False,False,False,False,False,False,False,False,True,2025-11-11 21:17:00
INC-000536,MACH-13,4,apres-midi,False,False,False,False,True,False,False,False,False,2025-11-11 21:38:00
INC-000537,MACH-15,3,matin,False,False,False,True,False,False,False,False,False,2025-11-12 10:52:00
INC-000538,MACH-15,3,nuit,False,False,False,False,True,False,False,False,False,2025-11-13 04:03:00
INC-000539,MACH-04,2,nuit,False,False,True,False,False,False,False,False,False,2025-11-13 04:56:00
INC-000540,MACH-15,3,apres-midi,False,False,False,False,False,False,False,False,True,2025-11-13 15:01:00
INC-000541,MACH-01,2,nuit,False,False,False,False,False,False,True,False,False,2025-11-14 01:09:00
INC-000542,MACH-01,2,nuit,False,False,False,False,False,False,True,False,False,2025-11-14 01:14:00
INC-000543,MACH-04,3,nuit,False,False,True,False,False,False,False,False,False,2025-11-14 04:03:00
INC-000544,MACH-04,3,nuit,False,False,True,False,False,False,False,False,False,2025-11-14 04:56:00
INC-000545,MACH-11,2,matin,False,False,False,False,False,False,True,False,False,2025-11-14 12:47:00
INC-000546,MACH-01,3,nuit,False,False,False,False,False,False,True,False,False,2025-11-15 01:14:00
INC-000547,MACH-01,3,nuit,False,False,False,False,False,False,True,False,False,2025-11-15 01:35:00
INC-000548,MACH-04,4,nuit,False,False,True,False,False,False,False,True,False,2025-11-15 04:56:00
INC-000549,MACH-09,3,matin,False,False,False,False,False,False,False,False,True,2025-11-15 07:46:00
INC-000550,MACH-09,3,matin,False,False,True,False,False,False,False,False,False,2025-11-15 10:55:00
INC-000551,MACH-04,2,matin,True,False,False,False,False,False,False,False,False,2025-11-15 11:04:00
INC-000552,MACH-01,4,nuit,False,False,False,False,False,False,True,False,False,2025-11-16 01:14:00
INC-000553,MACH-04,3,matin,True,False,False,False,False,False,False,False,False,2025-11-16 11:04:00
INC-000554,MACH-08,2,matin,False,False,False,False,False,False,False,False,True,2025-11-16 13:17:00
INC-000555,MACH-09,3,apres-midi,False,False,False,True,False,False,False,False,False,2025-11-16 16:14:00
INC-000556,MACH-05,3,apres-midi,True,False,False,False,False,False,False,False,False,2025-11-16 16:49:00
INC-000557,MACH-04,4,matin,True,False,False,False,False,False,False,False,False,2025-11-17 11:04:00
INC-000558,MACH-03,3,nuit,False,False,False,False,True,False,False,False,False,2025-11-19 22:39:00
INC-000559,MACH-03,2,nuit,False,False,False,False,True,False,False,False,False,2025-11-19 22:49:00
INC-000560,MACH-08,2,nuit,False,False,False,False,False,False,True,False,False,2025-11-19 23:40:00
