machine_id,timestamp,temperature_c,pressure_bar,voltage_mean_v,rotation_mean_rpm,pieces_produced
MACH-04,2025-07-01 02:00:00,48.615,202.361,226.3,1570.094,22
MACH-04,2025-07-01 03:00:00,46.915,198.946,225.39,1540.094,21
MACH-04,2025-07-01 04:00:00,46.115,199.011,225.46,1546.394,22
MACH-04,2025-07-01 05:00:00,47.865,201.898,225.76,1602.694,46
MACH-04,2025-07-01 06:00:00,44.265,198.639,226.26,1582.394,49
MACH-04,2025-07-01 07:00:00,44.885,199.648,225.18,1562.194,44
MACH-04,2025-07-01 08:00:00,43.705,199.935,224.83,1586.194,42
MACH-04,2025-07-01 09:00:00,43.395,199.171,224.29,1584.094,47
MACH-04,2025-07-01 10:00:00,42.405,200.085,224.87,1576.294,52
MACH-04,2025-07-01 11:00:00,41.405,199.125,225.42,1568.194,47
MACH-04,2025-07-01 12:00:00,43.485,197.905,224.03,1597.194,56
MACH-04,2025-07-01 13:00:00,41.625,200.251,225.85,1568.094,49
MACH-04,2025-07-01 14:00:00,41.245,199.863,225.14,1564.094,47
MACH-04,2025-07-01 15:00:00,43.055,200.201,227.01,1530.794,41
MACH-04,2025-07-01 16:00:00,44.245,199.492,224.27,1585.294,49
MACH-04,2025-07-01 17:00:00,45.255,199.803,225.98,1578.194,43
MACH-04,2025-07-01 18:00:00,48.275,202.25,227.09,1607.094,50
MACH-04,2025-07-01 19:00:00,49.675,201.093,226.17,1591.794,49
MACH-04,2025-07-01 20:00:00,50.475,202.955,226.88,1623.694,46
MACH-04,2025-07-01 21:00:00,51.665,201.681,227.12,1619.094,46
MACH-04,2025-07-01 22:00:00,49.575,200.973,225.98,1558.894,22
MACH-04,2025-07-01 23:00:00,48.045,200.972,226.41,1546.994,19
MACH-04,2025-07-02 00:00:00,49.495,200.941,226.56,1526.494,23
MACH-04,2025-07-02 01:00:00,49.175,201.323,225.85,1569.694,21
MACH-04,2025-07-02 02:00:00,47.585,200.064,225.98,1556.994,24
MACH-04,2025-07-02 03:00:00,48.595,200.996,226.53,1567.594,23
MACH-04,2025-07-02 04:00:00,46.855,201.654,226.2,1540.794,25
MACH-04,2025-07-02 05:00:00,49.435,200.834,226.47,1592.194,54
MACH-04,2025-07-02 06:00:00,48.355,199.932,225.85,1571.794,48
MACH-04,2025-07-02 07:00:00,45.545,198.352,225.24,1529.294,39
MACH-04,2025-07-02 08:00:00,44.375,199.262,225.07,1573.594,48
MACH-04,2025-07-02 09:00:00,43.535,198.367,224.86,1557.494,51
MACH-04,2025-07-02 10:00:00,42.145,200.161,224.22,1582.494,50
MACH-04,2025-07-02 11:00:00,42.845,198.733,225.42,1544.294,51
MACH-04,2025-07-02 12:00:00,40.855,198.545,224.5,1541.294,45
MACH-04,2025-07-02 13:00:00,41.615,198.095,224.25,1535.994,42
MACH-04,2025-07-02 14:00:00,42.915,200.169,223.96,1576.294,51
MACH-04,2025-07-02 15:00:00,43.755,199.702,225.77,1576.594,48
MACH-04,2025-07-02 16:00:00,46.905,200.063,225.17,1561.194,45
MACH-04,2025-07-02 17:00:00,46.075,199.651,225.89,1590.694,40
MACH-04,2025-07-02 18:00:00,48.035,200.941,226.39,1588.094,50
MACH-04,2025-07-02 19:00:00,50.035,201.49,225.99,1590.394,50
MACH-04,2025-07-02 20:00:00,49.905,203.155,226.18,1619.594,42
MACH-04,2025-07-02 21:00:00,51.055,200.145,227.48,1631.094,48
MACH-04,2025-07-02 22:00:00,48.075,200.212,226.22,1541.894,20
MACH-04,2025-07-02 23:00:00,50.385,201.496,226.27,1580.994,21
MACH-04,2025-07-03 00:00:00,48.435,199.986,225.97,1591.194,23
MACH-04,2025-07-03 01:00:00,49.835,200.877,225.77,1567.594,22
MACH-04,2025-07-03 02:00:00,48.795,202.403,225.48,1562.294,25
MACH-04,2025-07-03 03:00:00,47.975,202.025,224.62,1514.994,29
MACH-04,2025-07-03 04:00:00,47.115,200.105,224.36,1549.094,22
MACH-04,2025-07-03 05:00:00,48.555,201.715,225.27,1569.994,48
MACH-04,2025-07-03 06:00:00,46.055,199.53,225.03,1557.194,50
MACH-04,2025-07-03 07:00:00,45.105,199.772,225.24,1562.794,41
MACH-04,2025-07-03 08:00:00,44.125,199.379,224.81,1580.494,44
MACH-04,2025-07-03 09:00:00,42.935,199.559,225.12,1593.294,53
MACH-04,2025-07-03 10:00:00,41.585,199.327,224.68,1594.394,47
MACH-04,2025-07-03 11:00:00,43.595,197.144,225.12,1586.294,47
MACH-04,2025-07-03 12:00:00,40.155,200.027,224.15,1562.794,44
MACH-04,2025-07-03 13:00:00,41.335,199.6,225.27,1592.594,44
MACH-04,2025-07-03 14:00:00,43.515,200.33,224.46,1562.594,48
MACH-04,2025-07-03 15:00:00,44.185,199.785,225.87,1577.894,51
MACH-04,2025-07-03 16:00:00,44.845,200.429,226.4,1559.894,44
MACH-04,2025-07-03 17:00:00,45.705,200.369,224.74,1558.694,41
MACH-04,2025-07-03 18:00:00,48.255,199.486,226.49,1602.494,48
MACH-04,2025-07-03 19:00:00,49.105,201.961,226.29,1609.394,46
MACH-04,2025-07-03 20:00:00,49.715,202.04,227.36,1562.794,41
MACH-04,2025-07-03 21:00:00,50.335,200.874,226.76,1580.094,48
MACH-04,2025-07-03 22:00:00,49.625,200.207,226.53,1566.894,20
MACH-04,2025-07-03 23:00:00,49.135,200.851,227.03,1578.794,27
MACH-04,2025-07-04 00:00:00,48.605,200.035,226.24,1559.694,22
MACH-04,2025-07-04 01:00:00,47.055,199.812,225.64,1572.594,19
MACH-04,2025-07-04 02:00:00,48.045,200.515,224.84,1545.294,27
MACH-04,2025-07-04 03:00:00,47.235,200.091,224.99,1549.794,21
MACH-04,2025-07-04 04:00:00,46.035,200.266,225.95,1542.994,16
MACH-04,2025-07-04 05:00:00,48.705,200.296,226.31,1592.494,47
MACH-04,2025-07-04 06:00:00,46.195,200.101,225.5,1586.694,45
MACH-04,2025-07-04 07:00:00,44.195,199.372,224.37,1580.494,43
MACH-04,2025-07-04 08:00:00,43.435,199.074,224.58,1551.994,42
MACH-04,2025-07-04 09:00:00,43.285,198.271,224.25,1572.894,49
MACH-04,2025-07-04 10:00:00,41.455,199.022,224.06,1574.494,40
MACH-04,2025-07-04 11:00:00,42.475,199.628,224.46,1596.494,48
MACH-04,2025-07-04 12:00:00,41.835,199.635,224.29,1554.694,53
MACH-04,2025-07-04 13:00:00,42.575,200.99,224.94,1551.094,44
MACH-04,2025-07-04 14:00:00,44.105,197.497,224.67,1574.894,47
MACH-04,2025-07-04 15:00:00,43.335,200.71,225.83,1552.594,47
MACH-04,2025-07-04 16:00:00,43.465,200.55,225.92,1591.194,46
MACH-04,2025-07-04 17:00:00,46.795,200.357,225.61,1567.794,48
MACH-04,2025-07-04 18:00:00,47.475,202.583,226.19,1605.494,50
MACH-04,2025-07-04 19:00:00,49.875,201.184,226.09,1613.794,46
MACH-04,2025-07-04 20:00:00,51.175,202.557,226.42,1612.994,50
MACH-04,2025-07-04 21:00:00,50.865,202.706,225.96,1583.794,44
MACH-04,2025-07-04 22:00:00,49.325,200.376,225.89,1579.294,17
MACH-04,2025-07-04 23:00:00,50.325,202.773,226.69,1564.694,26
MACH-04,2025-07-05 00:00:00,50.945,199.912,225.58,1579.594,19
MACH-04,2025-07-05 01:00:00,47.635,200.345,225.76,1536.394,17
MACH-04,2025-07-05 02:00:00,49.055,200.664,226.28,1550.194,18
MACH-04,2025-07-05 03:00:00,46.395,200.042,226.11,1564.694,25
MACH-04,2025-07-05 04:00:00,46.385,199.013,225.81,1569.394,25
MACH-04,2025-07-05 05:00:00,47.435,199.718,224.46,1575.894,49
MACH-04,2025-07-05 06:00:00,44.875,200.125,226.48,1577.094,43
MACH-04,2025-07-05 07:00:00,44.495,199.993,225.03,1567.494,45
MACH-04,2025-07-05 08:00:00,44.645,199.643,225.56,1595.094,53
MACH-04,2025-07-05 09:00:00,43.075,198.403,224.96,1573.094,54
MACH-04,2025-07-05 10:00:00,43.195,200.48,225.2,1564.894,50
MACH-04,2025-07-05 11:00:00,41.435,197.87,225.08,1584.394,45
MACH-04,2025-07-05 12:00:00,41.185,199.603,225.21,1558.194,49
MACH-04,2025-07-05 13:00:00,42.355,198.265,224.7,1559.894,43
MACH-04,2025-07-05 14:00:00,42.525,199.299,224.83,1569.194,45
MACH-04,2025-07-05 15:00:00,44.555,197.907,225.68,1546.094,49
MACH-04,2025-07-05 16:00:00,45.285,199.961,225.18,1596.494,46
MACH-04,2025-07-05 17:00:00,47.215,199.024,226.17,1606.994,44
MACH-04,2025-07-05 18:00:00,48.475,201.26,226.22,1582.994,54
MACH-04,2025-07-05 19:00:00,49.615,200.598,226.91,1619.994,49
MACH-04,2025-07-05 20:00:00,49.085,200.719,226.14,1626.494,47
MACH-04,2025-07-05 21:00:00,52.425,201.947,227.75,1614.794,51
MACH-04,2025-07-05 22:00:00,48.925,200.712,226.67,1579.694,28
MACH-04,2025-07-05 23:00:00,49.525,201.424,225.86,1560.494,17
MACH-04,2025-07-06 00:00:00,46.315,199.639,226.19,1555.394,11
MACH-04,2025-07-06 01:00:00,49.365,199.381,226.63,1562.094,12
MACH-04,2025-07-06 02:00:00,47.785,201.596,225.3,1522.294,11
MACH-04,2025-07-06 03:00:00,47.645,198.959,224.11,1516.294,17
MACH-04,2025-07-06 04:00:00,44.235,198.602,225.15,1547.894,17
MACH-04,2025-07-06 05:00:00,44.125,198.083,223.99,1556.494,12
MACH-04,2025-07-06 06:00:00,41.035,197.366,224.46,1533.994,6
MACH-04,2025-07-06 07:00:00,40.335,196.736,223.9,1510.294,11
MACH-04,2025-07-06 08:00:00,39.985,197.769,223.29,1501.194,13
MACH-04,2025-07-06 09:00:00,38.155,196.811,224.16,1494.694,8
MACH-04,2025-07-06 10:00:00,38.605,195.409,224.09,1513.494,15
MACH-04,2025-07-06 11:00:00,38.535,197.459,224.26,1552.494,14
MACH-04,2025-07-06 12:00:00,36.655,196.569,222.25,1488.894,8
MACH-04,2025-07-06 13:00:00,38.505,196.417,223.1,1470.394,3
MACH-04,2025-07-06 14:00:00,38.475,195.81,222.92,1483.794,15
MACH-04,2025-07-06 15:00:00,39.615,196.784,223.16,1500.394,10
MACH-04,2025-07-06 16:00:00,39.325,196.892,223.53,1478.394,1
MACH-04,2025-07-06 17:00:00,43.035,198.547,223.78,1541.194,11
MACH-04,2025-07-06 18:00:00,45.145,197.155,225.613,1535.485,14
MACH-04,2025-07-06 18:00:00,45.115,197.164,225.63,1535.494,14
MACH-04,2025-07-06 19:00:00,44.955,200.144,225.2,1505.994,10
MACH-04,2025-07-06 20:00:00,45.205,200.554,225.83,1511.694,10
MACH-04,2025-07-06 21:00:00,48.235,200.015,225.99,1551.094,9
MACH-04,2025-07-06 22:00:00,47.615,200.325,225.71,1539.094,7
MACH-04,2025-07-06 23:00:00,48.615,200.05,225.59,1541.694,11
MACH-04,2025-07-07 00:00:00,48.865,200.28,225.87,1592.694,18
MACH-04,2025-07-07 01:00:00,49.135,202.216,226.6,1577.794,22
MACH-04,2025-07-07 02:00:00,47.535,201.041,225.74,1573.994,21
MACH-04,2025-07-07 03:00:00,46.995,200.374,225.77,1545.794,18
MACH-04,2025-07-07 04:00:00,44.835,199.713,225.15,1541.994,21
MACH-04,2025-07-07 05:00:00,47.355,200.126,225.73,1569.594,43
MACH-04,2025-07-07 06:00:00,46.195,200.598,225.79,1569.894,43
MACH-04,2025-07-07 07:00:00,44.775,200.593,225.5,1562.994,46
MACH-04,2025-07-07 08:00:00,44.255,199.66,225.42,1571.394,45
MACH-04,2025-07-07 09:00:00,43.755,198.529,225.1,1575.694,50
MACH-04,2025-07-07 10:00:00,43.375,199.698,225.25,1581.394,55
MACH-04,2025-07-07 11:00:00,41.895,197.29,224.85,1598.094,52
MACH-04,2025-07-07 12:00:00,42.885,197.977,224.4,1520.694,53
MACH-04,2025-07-07 13:00:00,43.345,200.048,224.58,1579.294,46
MACH-04,2025-07-07 14:00:00,43.255,200.819,226.03,1593.194,55
MACH-04,2025-07-07 15:00:00,43.325,199.637,225.26,1553.494,46
MACH-04,2025-07-07 16:00:00,43.785,199.239,225.15,1554.094,42
MACH-04,2025-07-07 17:00:00,46.515,199.672,226.39,1601.694,44
MACH-04,2025-07-07 18:00:00,48.535,198.836,226.26,1533.394,44
MACH-04,2025-07-07 19:00:00,50.315,203.106,225.83,1574.494,52
MACH-04,2025-07-07 20:00:00,50.025,200.278,227.43,1597.994,49
MACH-04,2025-07-07 21:00:00,52.325,201.212,226.84,1599.494,48
MACH-04,2025-07-07 22:00:00,48.995,199.543,226.74,1537.894,11
MACH-04,2025-07-07 23:00:00,49.355,200.806,226.05,1585.594,28
MACH-04,2025-07-08 00:00:00,48.045,200.555,225.51,1544.394,18
MACH-04,2025-07-08 01:00:00,51.125,200.368,225.61,1571.394,24
MACH-04,2025-07-08 02:00:00,48.705,199.1,226.49,1577.194,25
MACH-04,2025-07-08 03:00:00,47.205,199.978,225.75,1551.394,21
MACH-04,2025-07-08 04:00:00,47.375,199.974,226.08,1527.294,29
MACH-04,2025-07-08 05:00:00,46.465,199.611,225.54,1571.694,41
MACH-04,2025-07-08 06:00:00,46.465,201.664,226.23,1603.394,54
MACH-04,2025-07-08 07:00:00,44.705,200.95,225.72,1558.794,44
MACH-04,2025-07-08 08:00:00,44.495,200.093,225.58,1564.694,45
MACH-04,2025-07-08 09:00:00,43.615,198.469,223.84,1548.894,46
MACH-04,2025-07-08 10:00:00,42.285,199.506,225.05,1565.194,45
MACH-04,2025-07-08 11:00:00,42.235,199.948,224.14,1519.394,46
MACH-04,2025-07-08 12:00:00,40.595,200.045,224.68,1565.294,43
MACH-04,2025-07-08 13:00:00,41.585,198.393,224.39,1571.794,41
MACH-04,2025-07-08 14:00:00,42.625,199.768,224.98,1566.294,49
MACH-04,2025-07-08 15:00:00,44.905,198.445,226.49,1558.894,47
MACH-04,2025-07-08 16:00:00,47.225,201.067,225.44,1581.294,54
MACH-04,2025-07-08 17:00:00,47.655,200.52,225.51,1595.694,47
MACH-04,2025-07-08 18:00:00,46.915,201.709,225.43,1604.194,53
MACH-04,2025-07-08 19:00:00,50.615,201.712,226.6,1583.294,49
MACH-04,2025-07-08 20:00:00,51.705,202.493,226.15,1590.094,43
MACH-04,2025-07-08 21:00:00,52.625,201.788,226.86,1603.794,45
MACH-04,2025-07-08 22:00:00,50.355,200.903,225.89,1542.194,28
MACH-04,2025-07-08 23:00:00,50.495,200.562,226.37,1600.394,28
MACH-04,2025-07-09 00:00:00,48.435,199.943,226.71,1566.294,22
MACH-04,2025-07-09 01:00:00,50.495,200.857,225.81,1565.994,23
MACH-04,2025-07-09 02:00:00,49.275,200.281,225.74,1527.194,18
MACH-04,2025-07-09 03:00:00,49.825,200.175,225.7,1566.694,26
MACH-04,2025-07-09 04:00:00,46.845,199.688,225.69,1587.094,20
MACH-04,2025-07-09 05:00:00,47.095,201.008,225.47,1559.794,45
MACH-04,2025-07-09 06:00:00,46.175,200.006,226.17,1555.794,42
MACH-04,2025-07-09 07:00:00,46.025,199.669,225.51,1578.294,50
MACH-04,2025-07-09 08:00:00,44.295,199.554,224.77,1576.994,47
MACH-04,2025-07-09 09:00:00,43.675,201.066,224.98,1566.494,49
MACH-04,2025-07-09 10:00:00,41.585,198.925,223.96,1542.194,40
MACH-04,2025-07-09 11:00:00,42.045,198.558,224.63,1565.594,47
MACH-04,2025-07-09 12:00:00,43.435,199.525,224.72,1564.894,50
MACH-04,2025-07-09 13:00:00,42.355,198.242,224.0,1578.294,48
MACH-04,2025-07-09 14:00:00,44.395,200.696,225.12,1576.694,47
MACH-04,2025-07-09 15:00:00,45.255,200.407,225.9,1534.394,48
MACH-04,2025-07-09 16:00:00,43.775,197.894,224.39,1566.894,44
MACH-04,2025-07-09 17:00:00,46.325,200.089,226.16,1573.994,41
MACH-04,2025-07-09 18:00:00,47.405,201.081,226.52,1593.694,46
MACH-04,2025-07-09 19:00:00,48.445,201.509,227.08,1601.894,45
MACH-04,2025-07-09 20:00:00,50.475,201.115,226.06,1614.394,43
MACH-04,2025-07-09 21:00:00,51.865,203.976,226.44,1591.094,45
MACH-04,2025-07-09 22:00:00,49.785,200.989,226.52,1548.394,18
MACH-04,2025-07-09 23:00:00,50.005,202.153,226.55,1545.794,30
MACH-04,2025-07-10 00:00:00,49.595,200.962,226.47,1569.394,23
MACH-04,2025-07-10 01:00:00,47.895,200.162,226.8,1529.194,17
MACH-04,2025-07-10 02:00:00,48.125,200.54,225.38,1528.994,18
MACH-04,2025-07-10 03:00:00,47.675,199.617,226.3,1537.994,20
MACH-04,2025-07-10 04:00:00,45.975,200.759,225.27,1569.194,28
MACH-04,2025-07-10 05:00:00,46.545,200.828,226.78,1624.994,46
MACH-04,2025-07-10 06:00:00,46.135,200.177,225.61,1562.794,44
MACH-04,2025-07-10 07:00:00,44.835,200.836,224.56,1566.394,44
MACH-04,2025-07-10 08:00:00,43.295,200.257,225.3,1591.694,48
MACH-04,2025-07-10 09:00:00,43.755,199.338,225.08,1551.494,45
MACH-04,2025-07-10 10:00:00,41.535,198.672,224.67,1578.294,48
MACH-04,2025-07-10 11:00:00,42.965,198.08,224.5,1532.194,46
MACH-04,2025-07-10 12:00:00,41.175,197.721,225.09,1539.594,42
MACH-04,2025-07-10 13:00:00,41.635,198.622,225.44,1576.494,41
MACH-04,2025-07-10 14:00:00,42.295,198.588,224.6,1581.694,46
MACH-04,2025-07-10 15:00:00,45.325,198.062,225.25,1553.094,47
MACH-04,2025-07-10 16:00:00,44.585,198.618,224.94,1578.094,48
MACH-04,2025-07-10 17:00:00,47.735,199.592,226.35,1564.294,44
MACH-04,2025-07-10 18:00:00,49.345,199.562,225.68,1557.794,50
MACH-04,2025-07-10 19:00:00,49.085,201.215,226.65,1560.994,51
MACH-04,2025-07-10 20:00:00,51.095,201.727,227.13,1607.094,41
MACH-04,2025-07-10 21:00:00,50.875,201.492,227.07,1578.994,43
MACH-04,2025-07-10 22:00:00,47.025,200.87,226.47,1576.794,23
MACH-04,2025-07-10 22:00:00,47.001,200.85,226.481,1576.833,23
MACH-04,2025-07-10 23:00:00,49.725,201.331,226.91,1575.094,22
MACH-04,2025-07-11 00:00:00,48.855,199.401,226.3,1564.794,19
MACH-04,2025-07-11 01:00:00,48.095,200.483,225.7,1587.194,19
MACH-04,2025-07-11 02:00:00,48.525,200.401,225.69,1526.894,17
MACH-04,2025-07-11 03:00:00,47.485,200.453,226.38,1550.294,16
MACH-04,2025-07-11 04:00:00,45.455,197.614,225.55,1554.694,14
MACH-04,2025-07-11 05:00:00,49.085,201.085,226.44,1607.094,45
MACH-04,2025-07-11 06:00:00,47.695,200.587,225.48,1558.894,44
MACH-04,2025-07-11 07:00:00,43.995,201.331,225.94,1576.894,44
MACH-04,2025-07-11 08:00:00,44.435,200.033,224.62,1559.094,52
MACH-04,2025-07-11 09:00:00,41.685,198.32,224.15,1562.294,46
MACH-04,2025-07-11 10:00:00,40.835,197.195,224.82,1541.494,41
MACH-04,2025-07-11 11:00:00,42.175,198.499,225.18,1541.894,45
MACH-04,2025-07-11 12:00:00,41.855,197.942,224.5,1533.794,42
MACH-04,2025-07-11 13:00:00,41.365,200.198,223.22,1541.694,46
MACH-04,2025-07-11 14:00:00,44.745,200.347,225.96,1570.094,49
MACH-04,2025-07-11 15:00:00,44.575,198.876,225.67,1572.594,46
MACH-04,2025-07-11 16:00:00,44.985,200.657,226.04,1588.794,52
MACH-04,2025-07-11 17:00:00,48.275,200.872,226.14,1617.294,53
MACH-04,2025-07-11 18:00:00,47.165,200.18,225.68,1570.594,35
MACH-04,2025-07-11 19:00:00,49.175,200.815,226.35,1601.394,46
MACH-04,2025-07-11 20:00:00,52.185,201.508,226.59,1601.294,47
MACH-04,2025-07-11 21:00:00,51.195,201.213,226.51,1595.094,41
MACH-04,2025-07-11 22:00:00,48.095,200.316,225.96,1536.894,15
MACH-04,2025-07-11 23:00:00,50.215,201.364,226.63,1561.494,14
MACH-04,2025-07-12 00:00:00,49.795,201.451,225.07,1551.494,18
MACH-04,2025-07-12 01:00:00,48.615,200.411,225.9,1534.494,25
MACH-04,2025-07-12 02:00:00,49.625,200.629,226.03,1542.794,18
MACH-04,2025-07-12 03:00:00,46.685,199.819,225.5,1552.294,22
MACH-04,2025-07-12 04:00:00,45.655,199.612,225.27,1548.594,20
MACH-04,2025-07-12 05:00:00,48.035,200.907,226.13,1558.794,48
MACH-04,2025-07-12 06:00:00,47.445,200.958,225.78,1549.194,46
MACH-04,2025-07-12 07:00:00,45.195,200.315,225.09,1549.294,45
MACH-04,2025-07-12 08:00:00,44.855,200.849,224.76,1541.494,55
MACH-04,2025-07-12 09:00:00,44.035,199.551,225.66,1572.694,47
MACH-04,2025-07-12 10:00:00,42.005,197.803,223.69,1560.294,46
MACH-04,2025-07-12 11:00:00,42.595,199.956,225.85,1527.094,54
MACH-04,2025-07-12 12:00:00,42.135,198.376,224.77,1530.594,43
MACH-04,2025-07-12 13:00:00,42.015,198.646,224.02,1554.394,41
MACH-04,2025-07-12 14:00:00,43.195,200.014,224.24,1566.494,42
MACH-04,2025-07-12 15:00:00,45.595,198.597,225.11,1554.494,56
MACH-04,2025-07-12 16:00:00,46.035,199.484,225.29,1603.994,50
MACH-04,2025-07-12 17:00:00,47.835,199.304,224.78,1594.994,41
MACH-04,2025-07-12 18:00:00,47.725,200.522,225.79,1590.894,48
MACH-04,2025-07-12 19:00:00,51.335,200.99,226.65,1580.594,54
MACH-04,2025-07-12 20:00:00,50.705,200.973,226.16,1581.894,49
MACH-04,2025-07-12 21:00:00,53.135,201.831,226.54,1581.294,47
MACH-04,2025-07-12 22:00:00,52.145,201.208,225.81,1556.594,21
MACH-04,2025-07-12 23:00:00,48.335,199.646,226.62,1558.294,24
MACH-04,2025-07-13 00:00:00,48.755,200.712,226.08,1499.394,5
MACH-04,2025-07-13 01:00:00,49.055,200.182,225.58,1555.194,11
MACH-04,2025-07-13 02:00:00,48.765,200.529,224.78,1513.094,7
MACH-04,2025-07-13 03:00:00,44.485,201.341,225.34,1524.694,9
MACH-04,2025-07-13 04:00:00,44.715,198.96,225.61,1552.494,7
MACH-04,2025-07-13 05:00:00,44.195,198.52,224.76,1536.394,11
MACH-04,2025-07-13 06:00:00,41.765,198.64,223.95,1529.394,9
MACH-04,2025-07-13 07:00:00,40.075,197.265,222.76,1483.094,8
MACH-04,2025-07-13 08:00:00,39.215,197.244,224.34,1483.294,8
MACH-04,2025-07-13 09:00:00,38.615,197.155,223.15,1493.294,7
MACH-04,2025-07-13 10:00:00,38.415,195.917,223.62,1500.594,10
MACH-04,2025-07-13 11:00:00,36.415,195.495,222.89,1491.394,5
MACH-04,2025-07-13 12:00:00,38.935,198.494,223.38,1525.994,16
MACH-04,2025-07-13 13:00:00,38.475,197.511,224.018,1508.294,11
MACH-04,2025-07-13 14:00:00,40.155,196.098,223.706,1493.994,10
MACH-04,2025-07-13 15:00:00,39.795,196.846,223.526,1487.594,10
MACH-04,2025-07-13 16:00:00,39.535,198.874,225.46,1535.794,12
MACH-04,2025-07-13 17:00:00,43.055,200.488,225.636,1539.394,10
MACH-04,2025-07-13 18:00:00,44.275,198.188,227.564,1551.494,12
MACH-04,2025-07-13 19:00:00,46.025,198.577,227.594,1512.494,14
MACH-04,2025-07-13 20:00:00,46.685,200.369,229.646,1549.094,9
MACH-04,2025-07-13 21:00:00,46.935,199.447,225.66,1549.194,6
MACH-04,2025-07-13 22:00:00,47.295,200.226,225.23,1563.394,13
MACH-04,2025-07-13 23:00:00,49.175,199.806,225.85,1553.694,6
MACH-04,2025-07-14 00:00:00,49.985,201.549,224.89,1580.394,21
MACH-04,2025-07-14 01:00:00,48.075,200.0,226.14,1561.794,18
MACH-04,2025-07-14 02:00:00,49.565,199.822,225.69,1536.794,29
MACH-04,2025-07-14 03:00:00,46.195,198.44,225.24,1533.394,13
MACH-04,2025-07-14 04:00:00,46.455,200.391,225.74,1536.194,23
MACH-04,2025-07-14 05:00:00,48.035,201.047,226.72,1589.994,48
MACH-04,2025-07-14 06:00:00,47.965,199.342,225.76,1598.794,46
MACH-04,2025-07-14 07:00:00,44.815,198.867,225.06,1580.494,43
MACH-04,2025-07-14 08:00:00,45.845,199.03,225.83,1624.494,53
MACH-04,2025-07-14 09:00:00,42.875,199.4,225.69,1571.494,51
MACH-04,2025-07-14 10:00:00,42.995,199.011,225.24,1548.894,51
MACH-04,2025-07-14 11:00:00,41.415,198.857,225.32,1568.194,49
MACH-04,2025-07-14 12:00:00,43.435,198.323,225.37,1578.894,54
MACH-04,2025-07-14 13:00:00,42.065,199.092,225.54,1544.694,48
MACH-04,2025-07-14 14:00:00,43.445,198.204,225.25,1579.194,44
MACH-04,2025-07-14 15:00:00,45.645,197.815,224.69,1550.594,42
MACH-04,2025-07-14 16:00:00,46.145,201.11,225.81,1582.094,48
MACH-04,2025-07-14 17:00:00,46.975,201.087,226.75,1549.294,50
MACH-04,2025-07-14 18:00:00,48.995,200.252,226.22,1574.794,50
MACH-04,2025-07-14 19:00:00,49.075,201.436,226.03,1585.494,43
MACH-04,2025-07-14 20:00:00,50.915,199.833,226.04,,45
MACH-04,2025-07-14 21:00:00,51.995,200.803,226.54,,45
MACH-04,2025-07-14 22:00:00,49.505,201.198,226.32,,20
MACH-04,2025-07-14 23:00:00,49.285,201.539,226.61,,21
MACH-04,2025-07-15 00:00:00,49.655,201.085,225.53,,18
MACH-04,2025-07-15 01:00:00,49.195,200.46,225.89,,24
MACH-04,2025-07-15 02:00:00,48.195,199.68,225.9,,19
MACH-04,2025-07-15 03:00:00,47.375,198.706,225.63,,28
MACH-04,2025-07-15 04:00:00,46.485,199.154,224.31,,23
MACH-04,2025-07-15 05:00:00,49.805,201.86,226.07,,47
MACH-04,2025-07-15 06:00:00,47.535,201.636,226.23,,47
MACH-04,2025-07-15 07:00:00,46.315,198.668,226.08,,48
MACH-04,2025-07-15 08:00:00,44.735,199.913,224.88,1551.194,45
MACH-04,2025-07-15 09:00:00,44.475,199.376,224.63,1571.694,57
MACH-04,2025-07-15 10:00:00,44.035,199.115,225.08,1540.594,48
MACH-04,2025-07-15 11:00:00,42.365,198.781,224.63,1542.494,43
MACH-04,2025-07-15 11:00:00,42.375,198.783,224.619,1542.492,43
MACH-04,2025-07-15 12:00:00,41.735,199.679,224.12,1546.194,42
MACH-04,2025-07-15 13:00:00,43.585,199.362,225.71,1580.494,49
MACH-04,2025-07-15 14:00:00,42.785,198.81,224.72,1552.794,45
MACH-04,2025-07-15 15:00:00,46.485,198.58,224.73,1596.194,48
MACH-04,2025-07-15 16:00:00,45.765,200.945,225.81,1596.194,55
MACH-04,2025-07-15 17:00:00,47.465,199.4,226.01,1550.994,46
MACH-04,2025-07-15 18:00:00,49.135,203.406,225.78,1589.994,55
MACH-04,2025-07-15 19:00:00,48.485,201.567,225.86,1591.794,44
MACH-04,2025-07-15 20:00:00,49.675,200.264,226.08,1581.294,46
MACH-04,2025-07-15 21:00:00,50.635,201.37,227.35,1603.494,47
MACH-04,2025-07-15 22:00:00,51.395,201.487,227.27,1560.094,27
MACH-04,2025-07-15 23:00:00,49.855,199.729,225.05,1540.394,24
MACH-04,2025-07-16 00:00:00,50.475,200.236,225.49,1555.494,23
MACH-04,2025-07-16 01:00:00,49.515,201.176,225.56,1548.694,22
MACH-04,2025-07-16 02:00:00,49.095,199.633,226.14,1559.094,18
MACH-04,2025-07-16 03:00:00,46.385,200.351,225.76,1509.194,20
MACH-04,2025-07-16 04:00:00,45.505,200.242,225.01,1542.094,19
MACH-04,2025-07-16 05:00:00,48.425,200.154,225.52,1571.494,42
MACH-04,2025-07-16 06:00:00,46.655,198.721,225.75,1565.794,47
